Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Lillard, Damian",PG,51.5,"$10,200",por,phi,home, 128-129,39:04,   33pt 5rb 9as 2st 7to 8trey 11-16fg 3-3ft,33,5,9,2,0,7,8,11,16,3,3
"Lowry, Kyle",PG,46.8,"$8,200",tor,mil,away, 105-115,38:02,   36pt 4rb 6as 1bl 6to 5trey 11-18fg 9-9ft,36,4,6,0,1,6,5,11,18,9,9
"Irving, Kyrie",PG,46.2,"$10,100",bkn,det,away, 109-113,33:11,   20pt 11rb 10as 2to 8-21fg 4-4ft,20,11,10,0,0,2,0,8,21,4,4
"Simmons, Ben",PG,46.2,"$9,500",phi,por,away, 129-128,36:26,   18pt 11rb 8as 2st 3to 7-16fg 4-5ft,18,11,8,2,0,3,0,7,16,4,5
"Teague, Jeff",PG,44.3,"$5,700",min,was,away, 131-109,27:37,   15pt 4rb 13as 3st 4to 2trey 6-12fg 1-1ft,15,4,13,3,0,4,2,6,12,1,1
"Bacon, Dwayne",SG,41.2,"$4,300",cha,gsw,away, 93-87,37:21,   25pt 6rb 2as 2st 10-21fg 5-5ft,25,6,2,2,0,0,0,10,21,5,5
"Brown, Bruce",SG,40.9,"$3,500",det,bkn,home, 113-109,40:15,   22pt 2rb 7as 2st 8-20fg 6-8ft,22,2,7,2,0,0,0,8,20,6,8
"Gilgeous-Alexander, Shai",SG,40.6,"$7,800",okc,nor,home, 115-104,35:31,   23pt 8rb 4as 1bl 1to 3trey 8-14fg 4-5ft,23,8,4,0,1,1,3,8,14,4,5
"Hart, Josh",SG,39.5,"$5,500",nor,okc,away, 104-115,30:03,   12pt 15rb 3as 1st 1bl 1to 2trey 5-11fg,12,15,3,1,1,1,2,5,11,0,0
"Wiggins, Andrew",SG,38,"$6,600",min,was,away, 131-109,26:25,   21pt 5rb 6as 1bl 1to 4trey 7-16fg 3-4ft,21,5,6,0,1,1,4,7,16,3,4
"Morant, Ja",PG,37.1,"$7,500",mem,pho,home, 105-114,28:43,   24pt 3rb 7as 1st 4to 2trey 9-16fg 4-4ft,24,3,7,1,0,4,2,9,16,4,4
"Schroder, Dennis",SG,35.8,"$6,000",okc,nor,home, 115-104,29:13,   17pt 9rb 2as 1st 1bl 1to 7-17fg 3-5ft,17,9,2,1,1,1,0,7,17,3,5
"Paul, Chris",PG,35.7,"$7,100",okc,nor,home, 115-104,29:17,   15pt 1rb 9as 3st 3to 3trey 5-9fg 2-2ft,15,1,9,3,0,3,3,5,9,2,2
"Rozier, Terry",PG,34.5,"$7,400",cha,gsw,away, 93-87,36:33,   20pt 5rb 7as 2to 8-17fg 4-8ft,20,5,7,0,0,2,0,8,17,4,8
"Bowman, Ky",PG,34.4,"$4,000",gsw,cha,home, 87-93,38:42,   16pt 7rb 4as 2st 2to 2trey 6-11fg 2-2ft,16,7,4,2,0,2,2,6,11,2,2
"Bledsoe, Eric",PG,34.3,"$6,000",mil,tor,home, 115-105,24:28,   14pt 9rb 5as 1st 1to 1trey 5-12fg 3-3ft,14,9,5,1,0,1,1,5,12,3,3
"Ball, Lonzo",PG,34.1,"$7,300",nor,okc,away, 104-115,32:31,   10pt 8rb 7as 3st 5to 2trey 4-11fg 0-2ft,10,8,7,3,0,5,2,4,11,0,2
"Rubio, Ricky",PG,33,"$6,500",pho,mem,away, 114-105,35:15,   11pt 5rb 6as 3st 2to 1trey 4-12fg 2-3ft,11,5,6,3,0,2,1,4,12,2,3
"Richardson, Josh",SG,31.8,"$6,000",phi,por,away, 129-128,35:51,   17pt 4rb 6as 1st 1bl 5to 1trey 7-15fg 2-2ft,17,4,6,1,1,5,1,7,15,2,2
"Thomas, Isaiah",PG,31.3,"$4,900",was,min,home, 109-131,19:27,   16pt 4rb 7as 1bl 3to 2trey 6-14fg 2-2ft,16,4,7,0,1,3,2,6,14,2,2
"Murray, Jamal",PG,30.8,"$6,600",den,orl,away, 91-87,32:16,   22pt 4rb 2as 1st 2to 2trey 7-15fg 6-6ft,22,4,2,1,0,2,2,7,15,6,6
"Holiday, Jrue",SG,29.6,"$8,500",nor,okc,away, 104-115,34:51,   16pt 3rb 6as 1st 2to 2trey 6-15fg 2-2ft,16,3,6,1,0,2,2,6,15,2,2
"VanVleet, Fred",SG,28.7,"$7,000",tor,mil,away, 105-115,41:17,   12pt 6rb 7as 1to 2trey 2-10fg 6-6ft,12,6,7,0,0,1,2,2,10,6,6
"Beal, Bradley",SG,28.5,"$9,900",was,min,home, 109-131,27:53,   30pt 1as 1st 6to 3trey 8-19fg 11-13ft,30,0,1,1,0,6,3,8,19,11,13
"Ross, Terrence",SG,27.5,"$3,800",orl,den,home, 87-91,22:19,   10pt 5rb 3as 2st 1bl 2to 2trey 4-9fg,10,5,3,2,1,2,2,4,9,0,0
"Harris, Gary",SG,25.8,"$5,400",den,orl,away, 91-87,34:33,   13pt 4rb 4as 1st 1to 1trey 5-10fg 2-4ft,13,4,4,1,0,1,1,5,10,2,4
"Redick, J.J.",SG,25.1,"$4,000",nor,okc,away, 104-115,26:52,   17pt 3rb 1as 1st 4trey 6-12fg 1-2ft,17,3,1,1,0,0,4,6,12,1,2
"Dinwiddie, Spencer",PG,24.6,"$6,200",bkn,det,away, 109-113,25:25,   16pt 3rb 6as 4to 1trey 5-10fg 5-6ft,16,3,6,0,0,4,1,5,10,5,6
"Diallo, Hamidou",SG,24.5,"$4,500",okc,nor,home, 115-104,29:30,   12pt 5rb 1as 1st 1bl 1to 5-14fg 2-3ft,12,5,1,1,1,1,0,5,14,2,3
"Korkmaz, Furkan",SG,23.6,"$3,600",phi,por,away, 129-128,19:41,   11pt 3rb 2as 2bl 3trey 4-9fg,11,3,2,0,2,0,3,4,9,0,0
"Middleton, Khris",SG,23.3,"$7,600",mil,tor,home, 115-105,33:42,   11pt 4rb 7as 3to 4-12fg 3-4ft,11,4,7,0,0,3,0,4,12,3,4
"Smith, Ishmael",PG,22.6,"$4,800",was,min,home, 109-131,31:17,   7pt 3rb 4as 1st 1bl 1trey 3-8fg,7,3,4,1,1,0,1,3,8,0,0
"Brooks, Dillon",SG,21.9,"$4,600",mem,pho,home, 105-114,23:44,   16pt 2rb 1as 1st 1to 2trey 6-12fg 2-2ft,16,2,1,1,0,1,2,6,12,2,2
"LeVert, Caris",SG,21.7,"$6,600",bkn,det,away, 109-113,27:39,   14pt 6rb 1as 1to 6-17fg 2-3ft,14,6,1,0,0,1,0,6,17,2,3
"Fultz, Markelle",PG,21.2,"$4,400",orl,den,home, 87-91,24:55,   9pt 1rb 2as 3st 1to 4-7fg 1-1ft,9,1,2,3,0,1,0,4,7,1,1
"Jones, Tyus",PG,21,"$3,800",mem,pho,home, 105-114,22:10,   6pt 6as 2st 3-7fg 0-3ft,6,0,6,2,0,0,0,3,7,0,3
"Snell, Tony",SG,20.8,"$3,700",det,bkn,home, 113-109,30:36,   10pt 4rb 1st 1bl 2trey 4-9fg,10,4,0,1,1,0,2,4,9,0,0
"Booker, Devin",SG,20.2,"$8,700",pho,mem,away, 114-105,31:28,   21pt 1rb 2as 5to 3trey 8-13fg 2-2ft,21,1,2,0,0,5,3,8,13,2,2
"Galloway, Langston",SG,20.1,"$3,700",det,bkn,home, 113-109,27:37,   12pt 3rb 1as 1st 2trey 4-8fg 2-2ft,12,3,1,1,0,0,2,4,8,2,2
"Anderson, Kyle",SG,19.8,"$4,700",mem,pho,home, 105-114,19:33,   8pt 4rb 2as 2bl 2to 3-7fg 2-4ft,8,4,2,0,2,2,0,3,7,2,4
"Morris, Monte",PG,19.6,"$3,500",den,orl,away, 91-87,15:52,   10pt 3rb 2st 1trey 3-7fg 3-4ft,10,3,0,2,0,0,1,3,7,3,4
"McCollum, C.J.",SG,19.1,"$6,800",por,phi,home, 128-129,38:22,   16pt 3rb 1as 2to 6-15fg 4-4ft,16,3,1,0,0,2,0,6,15,4,4
"Fournier, Evan",SG,18.9,"$5,000",orl,den,home, 87-91,27:05,   11pt 2rb 5as 2to 1trey 5-12fg,11,2,5,0,0,2,1,5,12,0,0
"Simons, Anfernee",PG,18.2,"$3,600",por,phi,home, 128-129,14:18,   13pt 1rb 2as 1bl 2to 3trey 4-6fg 2-2ft,13,1,2,0,1,2,3,4,6,2,2
"DiVincenzo, Donte",SG,17.3,"$3,500",mil,tor,home, 115-105,21:29,   8pt 4rb 1as 1st 2trey 3-8fg,8,4,1,1,0,0,2,3,8,0,0
"Lee, Damion",SG,16.9,"$3,900",gsw,cha,home, 87-93,26:47,   13pt 2rb 3as 3to 3trey 5-11fg,13,2,3,0,0,3,3,5,11,0,0
"Johnson, Tyler",PG,16.5,"$3,500",pho,mem,away, 114-105,20:25,   9pt 5as 3trey 3-4fg,9,0,5,0,0,0,3,3,4,0,0
"Graham, Devonte'",SG,16.1,"$5,900",cha,gsw,away, 93-87,30:40,   4pt 8rb 3as 1st 5to 1-8fg 2-2ft,4,8,3,1,0,5,0,1,8,2,2
"Craig, Torrey",SG,15.8,"$3,600",den,orl,away, 91-87,27:59,   2pt 4rb 2as 2st 0-3fg 2-4ft,2,4,2,2,0,0,0,0,3,2,4
"Hill, George",PG,15.4,"$4,400",mil,tor,home, 115-105,26:58,   7pt 2rb 4as 1trey 2-4fg 2-2ft,7,2,4,0,0,0,1,2,4,2,2
"Powell, Norman",SG,15,"$4,600",tor,mil,away, 105-115,19:18,   4pt 5rb 2as 1st 1to 1trey 1-5fg 1-2ft,4,5,2,1,0,1,1,1,5,1,2
"Monk, Malik",SG,14.6,"$4,200",cha,gsw,away, 93-87,20:07,   9pt 3rb 2as 1to 1trey 4-7fg,9,3,2,0,0,1,1,4,7,0,0
"Guduric, Marko",SG,14.6,"$3,500",mem,pho,home, 105-114,12:13,   2pt 8rb 2as 1-3fg,2,8,2,0,0,0,0,1,3,0,0
"Temple, Garrett",SG,14.5,"$3,500",bkn,det,away, 109-113,26:59,   2pt 5rb 1as 2st 1to 1-5fg,2,5,1,2,0,1,0,1,5,0,0
"Napier, Shabazz",PG,13.4,"$4,000",min,was,away, 131-109,22:11,   2pt 2rb 4as 1bl 1-4fg,2,2,4,0,1,0,0,1,4,0,0
"Jackson, Frank",PG,12.5,"$4,100",nor,okc,away, 104-115,22:06,   12pt 1as 1to 4-11fg 4-5ft,12,0,1,0,0,1,0,4,11,4,5
"Neto, Raul",PG,12.4,"$3,500",phi,por,away, 129-128,6:02,   4pt 2rb 2as 1st 2-3fg,4,2,2,1,0,0,0,2,3,0,0
"Brown, Sterling",SG,11.6,"$3,500",mil,tor,home, 115-105,13:15,   9pt 3rb 1to 3trey 3-4fg,9,3,0,0,0,1,3,3,4,0,0
"Robinson, Justin",PG,9.6,"$3,500",was,min,home, 109-131,9:05,   5pt 3rb 2as 2to 1trey 2-4fg,5,3,2,0,0,2,1,2,4,0,0
"Graham, Treveon",SG,9.1,"$3,800",min,was,away, 131-109,14:16,   4pt 3rb 1as 2-6fg,4,3,1,0,0,0,0,2,6,0,0
"Allen, Grayson",SG,8.7,"$3,600",mem,pho,home, 105-114,10:08,   7pt 1rb 1as 1to 1trey 2-3fg 2-2ft,7,1,1,0,0,1,1,2,3,2,2
"Mykhailiuk, Sviatoslav",SG,8.7,"$3,500",det,bkn,home, 113-109,14:58,   3pt 1rb 1as 1bl 1trey 1-4fg,3,1,1,0,1,0,1,1,4,0,0
"Augustin, D.J.",PG,7.7,"$4,000",orl,den,home, 87-91,24:39,   4pt 1rb 3as 2to 2-6fg,4,1,3,0,0,2,0,2,6,0,0
"Poole, Jordan",SG,7.7,"$3,900",gsw,cha,home, 87-93,30:45,   5pt 1rb 3as 3to 2-9fg 1-1ft,5,1,3,0,0,3,0,2,9,1,1
"Davis, Terence",SG,7.4,"$3,600",tor,mil,away, 105-115,8:43,   2pt 2rb 1st 1-2fg,2,2,0,1,0,0,0,1,2,0,0
"Korver, Kyle",SG,7.2,"$3,500",mil,tor,home, 115-105,15:30,   6pt 1rb 2trey 2-5fg,6,1,0,0,0,0,2,2,5,0,0
"Burton, Deonte",SG,6.6,"$3,500",okc,nor,home, 115-104,8:00,   3pt 3rb 1trey 1-3fg,3,3,0,0,0,0,1,1,3,0,0
