Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Lillard, Damian",PG,59.5,"$8,700",por,gsw,home, 122-112,37:16,   31pt 5rb 13as 1st 1bl 3to 2trey 9-20fg 11-13ft,31,5,13,1,1,3,2,9,20fg,11,13ft
"Lowry, Kyle",PG,53,"$7,700",tor,det,away, 112-99,39:24,   20pt 10rb 10as 2st 1bl 3to 3trey 5-17fg 7-8ft,20,10,10,2,1,3,3,5,17fg,7,8ft
"Rozier, Terry",PG,50.6,"$7,400",cha,cle,away, 98-100,37:30,   35pt 3rb 2as 4st 3to 7trey 12-27fg 4-4ft,35,3,2,4,0,3,7,12,27fg,4,4ft
"Russell, D'Angelo",SG,45.7,"$7,700",gsw,por,away, 112-122,32:58,   26pt 1rb 7as 1st 2bl 1to 5trey 9-23fg 3-4ft,26,1,7,1,2,1,5,9,23fg,3,4ft
"Beal, Bradley",SG,44.9,"$9,800",was,chi,home, 109-110,40:41,   22pt 7rb 7as 1st 2bl 5to 1trey 4-19fg 13-14ft,22,7,7,1,2,5,1,4,19fg,13,14ft
"LaVine, Zach",SG,43.5,"$8,100",chi,was,away, 110-109,43:49,   24pt 5rb 5as 3st 3to 1trey 6-23fg 11-11ft,24,5,5,3,0,3,1,6,23fg,11,11ft
"Gilgeous-Alexander, Shai",SG,43.3,"$6,100",okc,mem,home, 126-122,38:42,   20pt 9rb 1as 2st 2bl 1to 7-16fg 6-6ft,20,9,1,2,2,1,0,7,16fg,6,6ft
"McCollum, C.J.",SG,41.5,"$7,200",por,gsw,home, 122-112,38:19,   30pt 5rb 3as 1st 2to 3trey 11-19fg 5-6ft,30,5,3,1,0,2,3,11,19fg,5,6ft
"Walker, Kemba",PG,41.5,"$7,600",bos,dal,away, 109-103,35:49,   32pt 5rb 3as 1bl 4to 5trey 9-18fg 9-11ft,32,5,3,0,1,4,5,9,18fg,9,11ft
"Schroder, Dennis",SG,41.1,"$5,800",okc,mem,home, 126-122,32:11,   31pt 3rb 7as 1st 7to 1trey 10-19fg 10-11ft,31,3,7,1,0,7,1,10,19fg,10,11ft
"Nunn, Kendrick",PG,40.3,"$5,800",mia,phi,away, 108-104,41:14,   26pt 4rb 5as 1st 1to 4trey 9-18fg 4-6ft,26,4,5,1,0,1,4,9,18fg,4,6ft
"Murray, Jamal",PG,39.5,"$6,700",den,orl,home, 113-104,35:57,   33pt 5rb 1as 1st 4to 2trey 11-19fg 9-10ft,33,5,1,1,0,4,2,11,19fg,9,10ft
"Simmons, Ben",PG,39.2,"$8,000",phi,mia,home, 104-108,42:28,   17pt 6rb 6as 2st 1bl 3to 7-13fg 3-4ft,17,6,6,2,1,3,0,7,13fg,3,4ft
"Morant, Ja",PG,37.5,"$7,300",mem,okc,away, 122-126,32:56,   22pt 5rb 7as 1to 1trey 9-16fg 3-5ft,22,5,7,0,0,1,1,9,16fg,3,5ft
"Wiggins, Andrew",SG,37.4,"$7,800",min,nor,home, 99-107,41:55,   27pt 7rb 2st 4to 2trey 9-23fg 7-9ft,27,7,0,2,0,4,2,9,23fg,7,9ft
"Paul, Chris",PG,36.3,"$7,900",okc,mem,home, 126-122,30:39,   18pt 4rb 5as 2st 1trey 6-10fg 5-5ft,18,4,5,2,0,0,1,6,10fg,5,5ft
"Satoransky, Tomas",PG,34.4,"$5,700",chi,was,away, 110-109,34:25,   17pt 7rb 6as 1st 3to 2trey 7-11fg 1-1ft,17,7,6,1,0,3,2,7,11fg,1,1ft
"Richardson, Josh",SG,33,"$4,700",phi,mia,home, 104-108,36:39,   17pt 5rb 6as 1bl 2to 3trey 6-17fg 2-2ft,17,5,6,0,1,2,3,6,17fg,2,2ft
"Sexton, Collin",PG,32.4,"$5,800",cle,cha,home, 100-98,30:57,   23pt 2rb 2as 3st 5to 10-14fg 3-3ft,23,2,2,3,0,5,0,10,14fg,3,3ft
"Augustin, D.J.",PG,32.1,"$4,700",orl,den,away, 104-113,28:21,   18pt 3rb 7as 3trey 4-9fg 7-7ft,18,3,7,0,0,0,3,4,9fg,7,7ft
"Graham, Devonte'",SG,30.7,"$8,300",cha,cle,away, 98-100,38:09,   9pt 1rb 9as 2st 1bl 2to 2trey 3-16fg 1-2ft,9,1,9,2,1,2,2,3,16fg,1,2ft
"Rose, Derrick",PG,30.3,"$6,500",det,tor,home, 99-112,28:22,   16pt 4rb 5as 1bl 1to 8-17fg 0-1ft,16,4,5,0,1,1,0,8,17fg,0,1ft
"Holiday, Jrue",SG,30.1,"$8,200",nor,min,away, 107-99,33:19,   18pt 3rb 3as 2st 2to 3trey 5-20fg 5-7ft,18,3,3,2,0,2,3,5,20fg,5,7ft
