Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Westbrook, Russell",PG,67.7,"$12,000",okc,atl,away, 126-142,35:30,   31pt 6rb 11as 5st 2to 10-21fg 11-14ft,31,6,11,5,0,2,0,10,21,11,14
"Simmons, Ben",PG,55.7,"$10,000",phi,min,home, 149-107,26:21,   20pt 11rb 9as 1st 3bl 3to 7-10fg 6-7ft,20,11,9,1,3,3,0,7,10,6,7
"Thompson, Klay",SG,44.1,"$7,400",gsw,den,away, 142-111,24:51,   31pt 3rb 1as 3st 1to 5trey 13-19fg,31,3,1,3,0,1,5,13,19,0,0
"Curry, Stephen",PG,41.2,"$10,000",gsw,den,away, 142-111,29:42,   31pt 6rb 4as 3to 8trey 10-18fg 3-3ft,31,6,4,0,0,3,8,10,18,3,3
"Young, Trae",PG,40.7,"$6,900",atl,okc,home, 142-126,32:38,   24pt 6rb 11as 7to 4trey 8-17fg 4-5ft,24,6,11,0,0,7,4,8,17,4,5
"Ball, Lonzo",PG,40.6,"$7,100",lal,chi,home, 107-100,37:48,   19pt 8rb 6as 2st 3to 3trey 8-17fg,19,8,6,2,0,3,3,8,17,0,0
"Bledsoe, Eric",PG,38,"$7,500",mil,mia,home, 124-86,22:27,   17pt 5rb 4as 2st 1bl 2trey 7-15fg 1-2ft,17,5,4,2,1,0,2,7,15,1,2
"Collison, Darren",PG,36.3,"$5,600",ind,pho,home, 131-97,27:18,   15pt 4rb 7as 3st 3to 2trey 4-8fg 5-5ft,15,4,7,3,0,3,2,4,8,5,5
"Butler, Jimmy",SG,35.6,"$8,200",phi,min,home, 149-107,28:16,   19pt 3rb 4as 2st 1bl 2to 3trey 8-10fg,19,3,4,2,1,2,3,8,10,0,0
"Schroder, Dennis",SG,34.6,"$5,300",okc,atl,away, 126-142,27:24,   21pt 3rb 6as 1st 2to 3trey 6-15fg 6-6ft,21,3,6,1,0,2,3,6,15,6,6
"Murray, Jamal",PG,33.6,"$7,600",den,gsw,home, 111-142,31:09,   21pt 3rb 4as 1bl 4trey 8-16fg 1-1ft,21,3,4,0,1,0,4,8,16,1,1
"Caldwell-Pope, Kentavious",SG,28.3,"$4,300",lal,chi,home, 107-100,31:08,   17pt 4rb 1as 2st 1to 1trey 4-11fg 8-10ft,17,4,1,2,0,1,1,4,11,8,10
"Shamet, Landry",PG,27.6,"$3,500",phi,min,home, 149-107,22:30,   12pt 3rb 4as 1st 1bl 2trey 5-13fg,12,3,4,1,1,0,2,5,13,0,0
"McConnell, T.J.",PG,27.4,"$4,500",phi,min,home, 149-107,21:27,   8pt 2rb 8as 1st 1bl 1to 4-7fg,8,2,8,1,1,1,0,4,7,0,0
"Melton, De'Anthony",PG,25.8,"$5,500",pho,ind,away, 97-131,22:03,   3pt 4rb 8as 1st 2bl 3to 1trey 1-7fg,3,4,8,1,2,3,1,1,7,0,0
"Middleton, Khris",SG,25.6,"$7,400",mil,mia,home, 124-86,26:05,   11pt 8rb 4as 1to 2trey 4-11fg 1-2ft,11,8,4,0,0,1,2,4,11,1,2
"Brown, Sterling",SG,25.2,"$3,700",mil,mia,home, 124-86,21:59,   13pt 1rb 6as 1st 1to 3trey 5-10fg,13,1,6,1,0,1,3,5,10,0,0
"Arcidiacono, Ryan",PG,24.9,"$3,700",chi,lal,away, 100-107,19:22,   12pt 2rb 1as 2st 1bl 1trey 3-5fg 5-5ft,12,2,1,2,1,0,1,3,5,5,5
"Wiggins, Andrew",SG,24.8,"$7,000",min,phi,away, 107-149,27:01,   12pt 4rb 2st 1bl 1to 4-14fg 4-6ft,12,4,0,2,1,1,0,4,14,4,6
"Oladipo, Victor",SG,24.7,"$8,300",ind,pho,home, 131-97,29:53,   8pt 6rb 5as 2st 4to 1trey 2-11fg 3-5ft,8,6,5,2,0,4,1,2,11,3,5
"Iguodala, Andre",SG,24.2,"$4,300",gsw,den,away, 142-111,21:29,   8pt 6rb 2as 1st 1bl 4-5fg,8,6,2,1,1,0,0,4,5,0,0
"LaVine, Zach",SG,23.8,"$6,800",chi,lal,away, 100-107,32:30,   10pt 4rb 8as 3to 1trey 4-11fg 1-2ft,10,4,8,0,0,3,1,4,11,1,2
"Huerter, Kevin",SG,23.6,"$5,500",atl,okc,home, 142-126,37:11,   17pt 3rb 4as 3to 5trey 6-10fg,17,3,4,0,0,3,5,6,10,0,0
"Rose, Derrick",PG,23.4,"$6,300",min,phi,away, 107-149,21:35,   15pt 2rb 4as 1trey 6-13fg 2-2ft,15,2,4,0,0,0,1,6,13,2,2
"Beasley, Malik",SG,23.2,"$4,700",den,gsw,home, 111-142,32:44,   22pt 1rb 6trey 8-14fg,22,1,0,0,0,0,6,8,14,0,0
"Dunn, Kris",PG,22,"$7,100",chi,lal,away, 100-107,31:09,   6pt 5rb 4as 1st 2bl 5to 2-7fg 2-2ft,6,5,4,1,2,5,0,2,7,2,2
"Brogdon, Malcolm",SG,21.4,"$6,200",mil,mia,home, 124-86,23:06,   16pt 2rb 1st 1trey 7-13fg 1-2ft,16,2,0,1,0,0,1,7,13,1,2
"Joseph, Cory",PG,21.3,"$3,900",ind,pho,home, 131-97,20:33,   10pt 4rb 5as 1to 2trey 4-7fg,10,4,5,0,0,1,2,4,7,0,0
