Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Wiggins, Andrew",SG,63,"$6,500",min,okc,away, 119-117,37:37,   40pt 10rb 4as 1st 1bl 1to 2trey 11-24fg 16-18ft,40,10,4,1,1,1,2,11,24,16,18
"Westbrook, Russell",PG,57,"$11,800",okc,min,home, 117-119,38:38,   25pt 5rb 16as 1st 2bl 7to 1trey 11-22fg 2-2ft,25,5,16,1,2,7,1,11,22,2,2
"Thompson, Klay",SG,56.4,"$7,500",gsw,nyk,home, 122-95,33:46,   43pt 2rb 2st 2bl 1to 7trey 18-29fg,43,2,0,2,2,1,7,18,29,0,0
"Williams, Louis",SG,48.6,"$6,800",lac,cha,home, 128-109,25:07,   27pt 3rb 10as 1bl 2trey 9-14fg 7-7ft,27,3,10,0,1,0,2,9,14,7,7
"Curry, Stephen",PG,45.4,"$10,400",gsw,nyk,home, 122-95,31:58,   14pt 7rb 14as 1st 1to 3trey 5-19fg 1-1ft,14,7,14,1,0,1,3,5,19,1,1
"Simmons, Ben",PG,43.5,"$9,500",phi,was,home, 132-115,27:44,   17pt 5rb 9as 3st 2to 8-15fg 1-2ft,17,5,9,3,0,2,0,8,15,1,2
"Melton, De'Anthony",PG,40.8,"$4,500",pho,sac,home, 115-111,31:28,   10pt 4rb 8as 4st 2bl 4to 1trey 4-9fg 1-2ft,10,4,8,4,2,4,1,4,9,1,2
"Lowry, Kyle",PG,39.4,"$8,100",tor,atl,home, 104-101,32:23,   16pt 2rb 6as 4st 1bl 3to 3trey 5-12fg 3-4ft,16,2,6,4,1,3,3,5,12,3,4
"Fox, De'Aaron",PG,39.1,"$8,200",sac,pho,away, 111-115,31:21,   24pt 3rb 5as 3st 1bl 8to 3trey 7-12fg 7-9ft,24,3,5,3,1,8,3,7,12,7,9
"Beal, Bradley",SG,38.6,"$9,800",was,phi,away, 115-132,31:18,   28pt 3rb 2as 3st 5to 4trey 11-18fg 2-2ft,28,3,2,3,0,5,4,11,18,2,2
"Shamet, Landry",PG,36.1,"$3,500",phi,was,home, 132-115,23:38,   29pt 3rb 1as 1st 1to 8trey 8-15fg 5-5ft,29,3,1,1,0,1,8,8,15,5,5
"Collison, Darren",PG,35.9,"$5,900",ind,cle,away, 123-115,26:21,   8pt 2rb 9as 4st 3-6fg 2-2ft,8,2,9,4,0,0,0,3,6,2,2
"Craig, Torrey",SG,35.2,"$4,100",den,mia,away, 103-99,38:37,   11pt 16rb 4as 1to 3trey 4-9fg,11,16,4,0,0,1,3,4,9,0,0
"Clarkson, Jordan",SG,34.9,"$5,500",cle,ind,home, 115-123,32:09,   26pt 2rb 1as 3st 4to 2trey 11-20fg 2-2ft,26,2,1,3,0,4,2,11,20,2,2
"Lin, Jeremy",PG,34.3,"$4,600",atl,tor,away, 101-104,34:30,   20pt 4rb 9as 4to 8-10fg 4-6ft,20,4,9,0,0,4,0,8,10,4,6
"Young, Trae",PG,34,"$6,700",atl,tor,away, 101-104,30:09,   19pt 5rb 4as 2st 3to 1trey 8-20fg 2-3ft,19,5,4,2,0,3,1,8,20,2,3
"Murray, Jamal",PG,33.8,"$7,600",den,mia,away, 103-99,31:34,   18pt 4rb 6as 1bl 1to 1trey 7-19fg 3-4ft,18,4,6,0,1,1,1,7,19,3,4
"Gilgeous-Alexander, Shai",PG,33.6,"$4,400",lac,cha,home, 128-109,21:07,   8pt 3rb 2as 3st 4bl 2to 3-6fg 2-2ft,8,3,2,3,4,2,0,3,6,2,2
"Butler, Jimmy",SG,33.5,"$7,900",phi,was,home, 132-115,27:34,   20pt 5rb 3as 2st 3to 1trey 8-9fg 3-6ft,20,5,3,2,0,3,1,8,9,3,6
"Burks, Alec",SG,32.4,"$4,500",cle,ind,home, 115-123,29:52,   19pt 7rb 1st 1bl 1to 3trey 7-9fg 2-2ft,19,7,0,1,1,1,3,7,9,2,2
"Teague, Jeff",PG,29.9,"$7,200",min,okc,away, 119-117,25:21,   8pt 2rb 5as 5st 3to 1trey 3-7fg 1-2ft,8,2,5,5,0,3,1,3,7,1,2
"Wade, Dwyane",SG,29.6,"$5,300",mia,den,home, 99-103,28:44,   10pt 3rb 6as 2st 1bl 2to 1trey 3-7fg 3-6ft,10,3,6,2,1,2,1,3,7,3,6
"Walker, Kemba",PG,29.3,"$8,900",cha,lac,away, 109-128,31:01,   13pt 4rb 5as 1st 1bl 2to 1trey 6-18fg,13,4,5,1,1,2,1,6,18,0,0
"Oladipo, Victor",SG,27.9,"$9,200",ind,cle,away, 123-115,33:42,   17pt 2rb 5as 1st 2to 1trey 6-14fg 4-4ft,17,2,5,1,0,2,1,6,14,4,4
"McLemore, Ben",SG,25.6,"$3,500",sac,pho,away, 111-115,18:16,   20pt 3rb 1st 1to 4trey 7-10fg 2-3ft,20,3,0,1,0,1,4,7,10,2,3
"Waiters, Dion",SG,25.2,"$4,300",mia,den,home, 99-103,24:36,   15pt 1rb 4as 1st 3trey 6-10fg 0-2ft,15,1,4,1,0,0,3,6,10,0,2
"McConnell, T.J.",PG,24.3,"$4,700",phi,was,home, 132-115,22:37,   9pt 4rb 5as 2st 3to 4-7fg 1-1ft,9,4,5,2,0,3,0,4,7,1,1
"Monk, Malik",SG,24.2,"$4,100",cha,lac,away, 109-128,20:49,   24pt 1rb 1to 4trey 7-14fg 6-6ft,24,1,0,0,0,1,4,7,14,6,6
"Iguodala, Andre",SG,23.9,"$4,300",gsw,nyk,home, 122-95,23:07,   7pt 2rb 1as 3st 2bl 2to 3-4fg 1-2ft,7,2,1,3,2,2,0,3,4,1,2
"Lamb, Jeremy",SG,23.2,"$5,800",cha,lac,away, 109-128,28:42,   16pt 6rb 1trey 7-18fg 1-1ft,16,6,0,0,0,0,1,7,18,1,1
"VanVleet, Fred",PG,23,"$5,400",tor,atl,home, 104-101,34:26,   9pt 5rb 4as 2st 4to 1trey 1-6fg 6-6ft,9,5,4,2,0,4,1,1,6,6,6
"Korkmaz, Furkan",SG,22.4,"$3,800",phi,was,home, 132-115,24:22,   16pt 2rb 4as 2to 3trey 5-9fg 3-3ft,16,2,4,0,0,2,3,5,9,3,3
"Joseph, Cory",PG,22.4,"$4,200",ind,cle,away, 123-115,26:04,   11pt 2rb 6as 3trey 4-8fg,11,2,6,0,0,0,3,4,8,0,0
"Ferguson, Terrance",SG,21.8,"$3,500",okc,min,home, 117-119,25:22,   14pt 4rb 1bl 4trey 5-8fg,14,4,0,0,1,0,4,5,8,0,0
"Johnson, Tyler",PG,19.6,"$4,900",mia,den,home, 99-103,18:51,   4pt 3rb 4as 2st 2-7fg,4,3,4,2,0,0,0,2,7,0,0
"Hield, Buddy",SG,18.8,"$7,400",sac,pho,away, 111-115,31:00,   16pt 4rb 2as 5to 3trey 5-11fg 3-3ft,16,4,2,0,0,5,3,5,11,3,3
"Wright, Delon",SG,18.7,"$3,600",tor,atl,home, 104-101,15:32,   4pt 1rb 5as 1st 1bl 2-3fg,4,1,5,1,1,0,0,2,3,0,0
"Trier, Allonzo",SG,18.6,"$3,500",nyk,gsw,away, 95-122,28:32,   11pt 3rb 2as 1st 2to 1trey 5-13fg,11,3,2,1,0,2,1,5,13,0,0
"Cook, Quinn",PG,18.4,"$3,500",gsw,nyk,home, 122-95,16:02,   8pt 2rb 2as 1st 1bl 1to 4-8fg,8,2,2,1,1,1,0,4,8,0,0
"Schroder, Dennis",SG,17.4,"$5,400",okc,min,home, 117-119,27:54,   9pt 2rb 4as 1trey 3-8fg 2-2ft,9,2,4,0,0,0,1,3,8,2,2
"Sexton, Collin",PG,17.2,"$5,300",cle,ind,home, 115-123,29:59,   14pt 1rb 4as 4to 1trey 5-8fg 3-3ft,14,1,4,0,0,4,1,5,8,3,3
"Bogdanovic, Bogdan",SG,17.1,"$6,500",sac,pho,away, 111-115,29:34,   7pt 3rb 5as 1bl 4to 1trey 3-11fg,7,3,5,0,1,4,1,3,11,0,0
"Hamilton, Daniel",SG,16.7,"$3,700",atl,tor,away, 101-104,14:34,   6pt 1rb 1as 3st 1to 1trey 2-3fg 1-2ft,6,1,1,3,0,1,1,2,3,1,2
"Satoransky, Tomas",PG,16.4,"$6,300",was,phi,away, 115-132,24:05,   7pt 2rb 4as 1st 2to 1trey 3-5fg,7,2,4,1,0,2,1,3,5,0,0
"Jones, Tyus",PG,16.2,"$6,200",min,okc,away, 119-117,23:48,   10pt 1rb 4as 1to 1trey 3-7fg 3-3ft,10,1,4,0,0,1,1,3,7,3,3
"Parker, Tony",PG,16.2,"$3,700",cha,lac,away, 109-128,14:52,   12pt 1rb 4as 3to 4-7fg 4-6ft,12,1,4,0,0,3,0,4,7,4,6
"Hardaway Jr., Tim",SG,15.6,"$6,300",nyk,gsw,away, 95-122,20:29,   13pt 3rb 1to 2trey 4-7fg 3-3ft,13,3,0,0,0,1,2,4,7,3,3
"Mudiay, Emmanuel",PG,15.4,"$6,100",nyk,gsw,away, 95-122,24:43,   7pt 2rb 4as 1st 3to 3-8fg 1-2ft,7,2,4,1,0,3,0,3,8,1,2
"Bradley, Avery",SG,14.7,"$3,900",lac,cha,home, 128-109,29:15,   10pt 1rb 1as 1bl 1to 2trey 3-9fg 2-2ft,10,1,1,0,1,1,2,3,9,2,2
"Okogie, Josh",SG,14.7,"$4,300",min,okc,away, 119-117,36:53,   9pt 1rb 1as 1bl 1trey 3-9fg 2-3ft,9,1,1,0,1,0,1,3,9,2,3
"Beverley, Patrick",PG,13,"$3,800",lac,cha,home, 128-109,21:34,   6pt 5rb 2as 2to 2trey 2-4fg,6,5,2,0,0,2,2,2,4,0,0
"Daniels, Troy",SG,12.7,"$3,700",pho,sac,home, 115-111,16:18,   11pt 1rb 1as 1to 3trey 4-9fg,11,1,1,0,0,1,3,4,9,0,0
"Milton, Shake",SG,12.3,"$3,500",phi,was,home, 132-115,20:26,   4pt 4rb 3as 1to 1trey 1-6fg 1-2ft,4,4,3,0,0,1,1,1,6,1,2
"Burke, Trey",PG,11.5,"$4,000",nyk,gsw,away, 95-122,24:11,   10pt 1as 3-11fg 4-5ft,10,0,1,0,0,0,0,3,11,4,5
"Ferrell, Yogi",PG,11.1,"$3,500",sac,pho,away, 111-115,20:05,   3pt 3rb 3as 1trey 1-5fg,3,3,3,0,0,0,1,1,5,0,0
"McGruder, Rodney",SG,11,"$4,100",mia,den,home, 99-103,16:16,   5pt 1st 1bl 1trey 2-5fg,5,0,0,1,1,0,1,2,5,0,0
"Graham, Devonte'",PG,10.2,"$4,000",cha,lac,away, 109-128,12:44,   3pt 1rb 2as 1st 1trey 1-4fg,3,1,2,1,0,0,1,1,4,0,0
"Randle, Chasson",SG,10.2,"$3,600",was,phi,away, 115-132,23:55,   10pt 1rb 2as 4to 2trey 4-7fg,10,1,2,0,0,4,2,4,7,0,0
"Beasley, Malik",SG,10.2,"$4,000",den,mia,away, 103-99,36:16,   9pt 1rb 2as 3to 1trey 4-9fg,9,1,2,0,0,3,1,4,9,0,0
"Dorsey, Tyler",SG,9.6,"$3,500",atl,tor,away, 101-104,15:59,   6pt 3rb 2trey 2-4fg,6,3,0,0,0,0,2,2,4,0,0
"Dotson, Damyean",SG,8.7,"$3,500",nyk,gsw,away, 95-122,22:21,   0pt 1rb 1as 2st 0-7fg,0,1,1,2,0,0,0,0,7,0,0
"Crawford, Jamal",SG,8.6,"$3,700",pho,sac,home, 115-111,16:36,   3pt 3rb 4as 4to 1trey 1-6fg,3,3,4,0,0,4,1,1,6,0,0
"Wallace, Tyrone",SG,8.4,"$3,500",lac,cha,home, 128-109,18:15,   0pt 2rb 2bl 0-5fg,0,2,0,0,2,0,0,0,5,0,0
