Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Irving, Kyrie",PG,62.9,"$9,600",bos,mem,home, 122-116,35:58,   38pt 7rb 11as 1bl 3to 4trey 14-21fg 6-9ft,38,7,11,0,1,3,4,14,21,6,9
"Russell, D'Angelo",SG,54.9,"$7,700",bkn,orl,away, 117-115,33:22,   40pt 2rb 7as 1st 1to 8trey 16-25fg,40,2,7,1,0,1,8,16,25,0,0
"Curry, Stephen",PG,45,"$10,400",gsw,lac,away, 112-94,33:03,   28pt 5rb 4as 1st 1bl 1to 3trey 10-19fg 5-5ft,28,5,4,1,1,1,3,10,19,5,5
"Lillard, Damian",PG,43,"$9,800",por,nor,home, 128-112,36:35,   24pt 5rb 8as 1st 2to 2trey 8-20fg 6-8ft,24,5,8,1,0,2,2,8,20,6,8
"Gilgeous-Alexander, Shai",PG,42.1,"$3,600",lac,gsw,home, 94-112,42:30,   24pt 3rb 5as 3st 2to 7-17fg 10-10ft,24,3,5,3,0,2,0,7,17,10,10
"Smart, Marcus",SG,41.7,"$5,100",bos,mem,home, 122-116,29:02,   20pt 6rb 3as 3st 1bl 2to 6trey 7-9fg,20,6,3,3,1,2,6,7,9,0,0
"Fournier, Evan",SG,40.1,"$5,900",orl,bkn,home, 115-117,38:25,   16pt 8rb 3as 4st 2to 1trey 6-16fg 3-3ft,16,8,3,4,0,2,1,6,16,3,3
"McCollum, C.J.",SG,37.7,"$6,700",por,nor,home, 128-112,32:17,   20pt 6rb 3as 2st 1trey 8-12fg 3-3ft,20,6,3,2,0,0,1,8,12,3,3
"Mitchell, Donovan",SG,36.4,"$9,000",uta,cle,home, 115-99,26:13,   24pt 2rb 4as 2st 2to 2trey 9-15fg 4-5ft,24,2,4,2,0,2,2,9,15,4,5
"Rose, Derrick",PG,34.6,"$6,200",min,sas,home, 113-116,26:41,   23pt 3rb 6as 1to 6-16fg 11-11ft,23,3,6,0,0,1,0,6,16,11,11
"Holiday, Justin",SG,34.2,"$4,100",mem,bos,away, 116-122,35:46,   14pt 6rb 2as 4st 2to 2trey 5-12fg 2-2ft,14,6,2,4,0,2,2,5,12,2,2
"Belinelli, Marco",SG,32.5,"$4,100",sas,min,away, 116-113,33:48,   19pt 5rb 3as 2st 3to 3trey 5-14fg 6-6ft,19,5,3,2,0,3,3,5,14,6,6
"Holiday, Jrue",SG,32.4,"$8,800",nor,por,away, 112-128,36:59,   20pt 2rb 6as 1st 2to 9-14fg 2-2ft,20,2,6,1,0,2,0,9,14,2,2
"Conley, Mike",PG,32,"$8,000",mem,bos,away, 116-122,35:49,   26pt 4as 4trey 9-18fg 4-4ft,26,0,4,0,0,0,4,9,18,4,4
"Wade, Dwyane",SG,31.8,"$5,000",mia,det,away, 93-98,28:29,   20pt 4rb 8as 5to 10-14fg 0-1ft,20,4,8,0,0,5,0,10,14,0,1
"Mack, Shelvin",PG,31.1,"$4,100",mem,bos,away, 116-122,22:50,   15pt 3rb 7as 1st 1to 2trey 6-13fg 1-1ft,15,3,7,1,0,1,2,6,13,1,1
"Kennard, Luke",SG,30.1,"$3,900",det,mia,home, 98-93,34:12,   22pt 3rb 3as 1st 3to 4trey 8-17fg 2-2ft,22,3,3,1,0,3,4,8,17,2,2
"Johnson, Tyler",PG,29.5,"$3,900",mia,det,away, 93-98,34:42,   16pt 5rb 3as 1bl 3trey 5-12fg 3-4ft,16,5,3,0,1,0,3,5,12,3,4
"Payne, Cameron",PG,29.3,"$3,700",cle,uta,away, 99-115,24:12,   14pt 4rb 3as 1st 1bl 5-9fg 4-4ft,14,4,3,1,1,0,0,5,9,4,4
"Thompson, Klay",SG,27.8,"$7,200",gsw,lac,away, 112-94,34:03,   12pt 4rb 2as 2st 1bl 1to 5-12fg 2-2ft,12,4,2,2,1,1,0,5,12,2,2
"Teague, Jeff",PG,27.4,"$6,200",min,sas,home, 113-116,30:00,   15pt 2rb 6as 1st 2to 1trey 4-8fg 6-8ft,15,2,6,1,0,2,1,4,8,6,8
"Napier, Shabazz",PG,25.8,"$3,700",bkn,orl,away, 117-115,18:23,   12pt 4rb 4as 1bl 4trey 4-13fg,12,4,4,0,1,0,4,4,13,0,0
"Ross, Terrence",SG,25.3,"$5,400",orl,bkn,home, 115-117,27:54,   13pt 4rb 1as 2bl 1trey 5-10fg 2-3ft,13,4,1,0,2,0,1,5,10,2,3
"White, Derrick",PG,24.7,"$5,900",sas,min,away, 116-113,30:44,   15pt 6rb 3as 2to 2trey 6-8fg 1-1ft,15,6,3,0,0,2,2,6,8,1,1
"Iguodala, Andre",SG,24.7,"$4,500",gsw,lac,away, 112-94,23:24,   7pt 6rb 3as 2st 1trey 3-7fg 0-1ft,7,6,3,2,0,0,1,3,7,0,1
"Brown, Jaylen",SG,23.7,"$4,400",bos,mem,home, 122-116,21:00,   12pt 6rb 1as 2bl 3to 2trey 4-7fg 2-2ft,12,6,1,0,2,3,2,4,7,2,2
"Bullock, Reggie",SG,22.9,"$5,000",det,mia,home, 98-93,33:55,   19pt 2rb 1as 3trey 7-13fg 2-3ft,19,2,1,0,0,0,3,7,13,2,3
"Dinwiddie, Spencer",PG,22.9,"$6,000",bkn,orl,away, 117-115,27:15,   20pt 2rb 3as 4to 3trey 6-11fg 5-7ft,20,2,3,0,0,4,3,6,11,5,7
"McGruder, Rodney",SG,22.8,"$3,500",mia,det,away, 93-98,30:09,   11pt 4rb 4as 1st 2to 3trey 4-8fg,11,4,4,1,0,2,3,4,8,0,0
"Wiggins, Andrew",SG,22.5,"$6,700",min,sas,home, 113-116,36:04,   17pt 5rb 1as 2to 3trey 7-12fg 0-2ft,17,5,1,0,0,2,3,7,12,0,2
"Burks, Alec",SG,21.2,"$5,000",cle,uta,away, 99-115,23:48,   6pt 6rb 2as 1st 1bl 1to 3-11fg 0-1ft,6,6,2,1,1,1,0,3,11,0,1
"Clarkson, Jordan",SG,20.4,"$5,300",cle,uta,away, 99-115,31:19,   13pt 2rb 2as 1st 1to 3trey 4-13fg 2-3ft,13,2,2,1,0,1,3,4,13,2,3
