Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Westbrook, Russell",PG,54.5,"$9,300",hou,lac,away, 122-117,40:14,   40pt 10rb 5as 1st 8to 2trey 13-31fg 12-13ft,40,10,5,1,0,8,2,13,31,12,13
"Young, Trae",PG,49,"$9,900",atl,uta,home, 106-111,40:56,   30pt 5rb 8as 1st 2to 3trey 9-28fg 9-11ft,30,5,8,1,0,2,3,9,28,9,11
"Harden, James",SG,47.2,"$11,400",hou,lac,away, 122-117,36:14,   28pt 1rb 10as 2st 1bl 6to 5trey 8-16fg 7-10ft,28,1,10,2,1,6,5,8,16,7,10
"Dinwiddie, Spencer",PG,45.7,"$8,000",bkn,sas,away, 105-118,33:52,   41pt 1rb 5as 4to 4trey 14-29fg 9-10ft,41,1,5,0,0,4,4,14,29,9,10
"Mitchell, Donovan",SG,42.5,"$8,600",uta,atl,away, 111-106,36:07,   30pt 5rb 5as 1st 4to 1trey 12-22fg 5-5ft,30,5,5,1,0,4,1,12,22,5,5
"Beverley, Patrick",PG,37.9,"$4,300",lac,hou,home, 117-122,29:30,   10pt 2rb 7as 4st 1bl 2trey 4-9fg,10,2,7,4,1,0,2,4,9,0,0
"Murray, Dejounte",PG,35.7,"$6,600",sas,bkn,home, 118-105,27:01,   13pt 6rb 5as 3st 1to 1trey 5-7fg 2-2ft,13,6,5,3,0,1,1,5,7,2,2
"White, Derrick",PG,32.5,"$4,300",sas,bkn,home, 118-105,20:59,   13pt 5rb 3as 3st 1bl 3to 2trey 5-6fg 1-1ft,13,5,3,3,1,3,2,5,6,1,1
"Mills, Patty",PG,31.2,"$3,900",sas,bkn,home, 118-105,25:46,   27pt 1rb 2as 7trey 8-14fg 4-7ft,27,1,2,0,0,0,7,8,14,4,7
"Matthews, Wes",SG,27.8,"$3,600",mil,lal,home, 111-104,30:48,   13pt 4rb 2as 2st 1bl 2to 3trey 4-9fg 2-4ft,13,4,2,2,1,2,3,4,9,2,4
"Green, Danny",SG,27.8,"$3,800",lal,mil,away, 104-111,35:07,   21pt 4rb 1bl 1to 7trey 7-13fg 0-1ft,21,4,0,0,1,1,7,7,13,0,1
"DiVincenzo, Donte",SG,26.2,"$5,400",mil,lal,home, 111-104,27:07,   5pt 6rb 6as 2st 1to 1trey 2-7fg,5,6,6,2,0,1,1,2,7,0,0
"Huerter, Kevin",SG,25.8,"$4,800",atl,uta,home, 106-111,32:02,   17pt 4rb 2as 1st 2to 3trey 6-13fg 2-2ft,17,4,2,1,0,2,3,6,13,2,2
"Caldwell-Pope, Kentavious",SG,25.7,"$3,900",lal,mil,away, 104-111,34:20,   18pt 1rb 3as 1st 1to 2trey 7-12fg 2-2ft,18,1,3,1,0,1,2,7,12,2,2
"Hill, George",PG,25.1,"$4,000",mil,lal,home, 111-104,27:16,   21pt 3rb 1as 1to 3trey 7-12fg 4-4ft,21,3,1,0,0,1,3,7,12,4,4
"DeRozan, DeMar",SG,24.8,"$7,000",sas,bkn,home, 118-105,32:08,   12pt 4rb 6as 1st 4to 4-14fg 4-4ft,12,4,6,1,0,4,0,4,14,4,4
"Middleton, Khris",SG,24.2,"$6,400",mil,lal,home, 111-104,28:59,   15pt 6rb 2as 1to 2trey 5-10fg 3-5ft,15,6,2,0,0,1,2,5,10,3,5
"Shamet, Landry",PG,23.4,"$3,600",lac,hou,home, 117-122,30:44,   13pt 2rb 2as 2bl 1to 4trey 4-7fg 1-1ft,13,2,2,0,2,1,4,4,7,1,1
"Temple, Garrett",SG,22.6,"$4,700",bkn,sas,away, 105-118,34:22,   10pt 3rb 2as 3st 3to 2trey 2-12fg 4-4ft,10,3,2,3,0,3,2,2,12,4,4
"Mudiay, Emmanuel",PG,19.3,"$4,300",uta,atl,away, 111-106,18:54,   10pt 4rb 1as 1bl 2trey 3-9fg 2-2ft,10,4,1,0,1,0,2,3,9,2,2
"Walker, Lonnie",SG,17.2,"$3,500",sas,bkn,home, 118-105,14:12,   4pt 6rb 2as 1st 1trey 1-7fg 1-2ft,4,6,2,1,0,0,1,1,7,1,2
"Bembry, DeAndre",SG,16.9,"$3,500",atl,uta,home, 106-111,20:11,   4pt 2rb 3as 1st 1bl 2-5fg,4,2,3,1,1,0,0,2,5,0,0
"Williams, Louis",SG,16.7,"$5,500",lac,hou,home, 117-122,17:20,   6pt 1rb 3as 2st 1to 2-5fg 2-2ft,6,1,3,2,0,1,0,2,5,2,2
"Belinelli, Marco",SG,16.7,"$3,500",sas,bkn,home, 118-105,25:37,   11pt 1rb 1as 1st 1trey 5-9fg,11,1,1,1,0,0,1,5,9,0,0
"Nwaba, David",SG,15.4,"$3,900",bkn,sas,away, 105-118,16:08,   4pt 2rb 2as 1st 1bl 0-2fg 4-4ft,4,2,2,1,1,0,0,0,2,4,4
"McLemore, Ben",SG,13.1,"$4,200",hou,lac,away, 122-117,22:06,   8pt 3rb 1as 2trey 3-6fg,8,3,1,0,0,0,2,3,6,0,0
"Rivers, Austin",PG,12.4,"$3,800",hou,lac,away, 122-117,21:39,   10pt 2rb 2trey 4-7fg,10,2,0,0,0,0,2,4,7,0,0
"Crabbe, Allen",SG,8.1,"$3,500",atl,uta,home, 106-111,23:09,   3pt 3rb 1as 1trey 1-3fg,3,3,1,0,0,0,1,1,3,0,0
"Korver, Kyle",SG,8,"$3,700",mil,lal,home, 111-104,13:53,   6pt 1st 1to 1trey 1-3fg 3-3ft,6,0,0,1,0,1,1,1,3,3,3
"Brown, Sterling",SG,8,"$3,500",mil,lal,home, 111-104,14:08,   3pt 2st 1to 1trey 1-3fg,3,0,0,2,0,1,1,1,3,0,0
"McGruder, Rodney",SG,7,"$3,900",lac,hou,home, 117-122,10:23,   1pt 5rb 0-2fg 1-2ft,1,5,0,0,0,0,0,0,2,1,2
"Rondo, Rajon",PG,6.9,"$4,600",lal,mil,away, 104-111,17:41,   2pt 2rb 3as 1st 5to 1-3fg,2,2,3,1,0,5,0,1,3,0,0
"Forbes, Bryn",SG,6.2,"$3,900",sas,bkn,home, 118-105,21:50,   6pt 1rb 1to 1trey 1-6fg 3-3ft,6,1,0,0,0,1,1,1,6,3,3
"Connaughton, Pat",SG,6.2,"$3,500",mil,lal,home, 111-104,8:39,   2pt 1rb 1bl 1-2fg 0-2ft,2,1,0,0,1,0,0,1,2,0,2
"Turner, Evan",SG,3.2,"$3,600",atl,uta,home, 106-111,8:05,   2pt 1rb 1-2fg,2,1,0,0,0,0,0,1,2,0,0
"Bradley, Avery",SG,1.9,"$3,700",lal,mil,away, 104-111,17:49,   0pt 2rb 1as 2to 0-2fg,0,2,1,0,0,2,0,0,2,0,0
"Caruso, Alex",PG,1.5,"$3,900",lal,mil,away, 104-111,16:56,   0pt 1as 0-1fg,0,0,1,0,0,0,0,0,1,0,0
"Luwawu, Timothe",SG,0.2,"$3,500",bkn,sas,away, 105-118,22:02,   0pt 1rb 1to 0-5fg,0,1,0,0,0,1,0,0,5,0,0
"Pinson, Theo",SG,0,"$3,500",bkn,sas,away, 105-118,1:03,   0pt,0,0,0,0,0,0,0,0,0,0,0
"Daniels, Troy",SG,0,"$3,500",lal,mil,away, 104-111,3:01,   0pt 0-1fg,0,0,0,0,0,0,0,0,1,0,0
"Cook, Quinn",PG,0,"$3,500",lal,mil,away, 104-111,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Clemons, Chris",PG,0,"$3,800",hou,lac,away, 122-117,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Walton Jr., Derrick",PG,0,"$3,500",lac,hou,home, 117-122,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Oni, Miye",SG,0,"$3,500",uta,atl,away, 111-106,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Robinson, Jerome",PG,0,"$3,500",lac,hou,home, 117-122,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Exum, Dante",PG,0,"$3,500",uta,atl,away, 111-106,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Mason III, Frank",PG,0,"$3,500",mil,lal,home, 111-104,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Irving, Kyrie",PG,0,"$9,200",bkn,sas,away, 105-118,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Reynolds, Cameron",SG,0,"$3,500",mil,lal,home, 111-104,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"LeVert, Caris",SG,0,"$5,400",bkn,sas,away, 105-118,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Horton-Tucker, Talen",SG,0,"$3,500",lal,mil,away, 104-111,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Williams-Goss, Nigel",PG,0,"$3,500",uta,atl,away, 111-106,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Weatherspoon, Quinndary",SG,0,"$3,500",sas,bkn,home, 118-105,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Mann, Terance",SG,0,"$3,500",lac,hou,home, 117-122,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Brown, Charlie",SG,0,"$3,500",atl,uta,home, 106-111,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Goodwin, Brandon",PG,0,"$3,500",atl,uta,home, 106-111,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Wright-Foreman, Justin",PG,0,"$3,500",uta,atl,away, 111-106,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Conley, Mike",PG,0,"$4,800",uta,atl,away, 111-106,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Bledsoe, Eric",PG,0,"$6,700",mil,lal,home, 111-104,NA,   ,0,0,0,0,0,0,0,0,0,0,0
