Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Westbrook, Russell",PG,66.3,"$11,300",okc,ind,away, 106-108,38:20,   19pt 14rb 11as 4st 2bl 4to 1trey 8-18fg 2-2ft,19,14,11,4,2,4,1,8,18,2,2
"Irving, Kyrie",PG,65,"$9,900",bos,sac,home, 126-120,37:36,   31pt 10rb 12as 1st 1bl 2to 1trey 11-28fg 8-9ft,31,10,12,1,1,2,1,11,28,8,9
"Doncic, Luka",SG,53.7,"$9,600",dal,den,away, 99-100,35:04,   24pt 11rb 9as 2st 3to 1trey 10-23fg 3-7ft,24,11,9,2,0,3,1,10,23,3,7
"Fox, De'Aaron",PG,48.9,"$7,800",sac,bos,away, 120-126,37:27,   19pt 7rb 9as 3st 1to 1trey 7-15fg 4-8ft,19,7,9,3,0,1,1,7,15,4,8
"Hield, Buddy",SG,48.3,"$6,800",sac,bos,away, 120-126,35:19,   34pt 4rb 7as 1to 6trey 14-24fg,34,4,7,0,0,1,6,14,24,0,0
"Collison, Darren",PG,42.7,"$7,100",ind,okc,home, 108-106,38:34,   17pt 6rb 7as 4st 4to 6-11fg 5-5ft,17,6,7,4,0,4,0,6,11,5,5
"Augustin, D.J.",PG,40.1,"$4,600",orl,cle,home, 120-91,25:49,   20pt 3rb 7as 2st 1trey 7-11fg 5-5ft,20,3,7,2,0,0,1,7,11,5,5
"Mitchell, Donovan",SG,38.6,"$9,800",uta,min,home, 120-100,32:21,   24pt 3rb 6as 1bl 1to 1trey 8-17fg 7-9ft,24,3,6,0,1,1,1,8,17,7,9
"Brunson, Jalen",PG,33,"$5,900",dal,den,away, 99-100,39:23,   20pt 5rb 4as 1st 2to 3trey 8-15fg 1-1ft,20,5,4,1,0,2,3,8,15,1,1
"Jones, Tyus",PG,32.1,"$4,400",min,uta,away, 100-120,28:44,   12pt 3rb 9as 1st 6-9fg,12,3,9,1,0,0,0,6,9,0,0
"Ross, Terrence",SG,31.8,"$5,900",orl,cle,home, 120-91,26:06,   14pt 4rb 4as 2st 1bl 2to 3trey 5-12fg 1-2ft,14,4,4,2,1,2,3,5,12,1,2
"Murray, Jamal",PG,31.5,"$7,700",den,dal,home, 100-99,38:05,   12pt 5rb 7as 1st 2trey 4-13fg 2-2ft,12,5,7,1,0,0,2,4,13,2,2
"Sexton, Collin",PG,31.3,"$5,800",cle,orl,away, 91-120,38:49,   23pt 4rb 3as 1bl 4to 2trey 7-16fg 7-8ft,23,4,3,0,1,4,2,7,16,7,8
"Matthews, Wes",SG,29.4,"$4,600",ind,okc,home, 108-106,35:46,   16pt 7rb 2as 2st 4to 4trey 6-15fg,16,7,2,2,0,4,4,6,15,0,0
"Rondo, Rajon",PG,29,"$7,200",lal,tor,away, 98-111,29:44,   13pt 5rb 8as 1st 5to 5-10fg 3-4ft,13,5,8,1,0,5,0,5,10,3,4
"Caruso, Alex",PG,28.5,"$3,600",lal,tor,away, 98-111,26:30,   16pt 5rb 5as 1to 1trey 5-7fg 5-5ft,16,5,5,0,0,1,1,5,7,5,5
"Rubio, Ricky",PG,26.6,"$6,100",uta,min,home, 120-100,21:47,   8pt 3rb 8as 1st 1trey 1-7fg 5-6ft,8,3,8,1,0,0,1,1,7,5,6
"Clarkson, Jordan",SG,24.8,"$5,200",cle,orl,away, 91-120,26:45,   15pt 4rb 2as 1st 1to 1trey 6-18fg 2-2ft,15,4,2,1,0,1,1,6,18,2,2
"Caldwell-Pope, Kentavious",SG,24,"$4,000",lal,tor,away, 98-111,22:19,   9pt 5rb 2as 1st 2bl 3to 1trey 4-12fg,9,5,2,1,2,3,1,4,12,0,0
"Brown, Jaylen",SG,23.2,"$5,000",bos,sac,home, 126-120,31:41,   22pt 1rb 3trey 9-16fg 1-3ft,22,1,0,0,0,0,3,9,16,1,3
"Hardaway Jr., Tim",SG,22.7,"$4,800",dal,den,away, 99-100,37:05,   17pt 1rb 3as 3trey 7-15fg,17,1,3,0,0,0,3,7,15,0,0
"Fournier, Evan",SG,22.3,"$5,700",orl,cle,home, 120-91,29:22,   10pt 4rb 3as 2st 3to 2trey 4-11fg,10,4,3,2,0,3,2,4,11,0,0
"Lin, Jeremy",PG,20.9,"$3,500",tor,lal,home, 111-98,20:49,   9pt 7rb 1as 1bl 1to 1trey 4-9fg,9,7,1,0,1,1,1,4,9,0,0
"Wiggins, Andrew",SG,20.6,"$6,300",min,uta,away, 100-120,29:42,   14pt 3rb 1bl 1trey 6-17fg 1-3ft,14,3,0,0,1,0,1,6,17,1,3
"Schroder, Dennis",SG,20.5,"$5,000",okc,ind,away, 106-108,32:13,   7pt 5rb 5as 1trey 3-10fg,7,5,5,0,0,0,1,3,10,0,0
"Morris, Monte",SG,20,"$3,900",den,dal,home, 100-99,30:50,   7pt 4as 2st 1bl 2to 1trey 3-7fg,7,0,4,2,1,2,1,3,7,0,0
"Bayless, Jerryd",PG,19.6,"$3,500",min,uta,away, 100-120,23:03,   8pt 3rb 4as 2st 4to 4-9fg,8,3,4,2,0,4,0,4,9,0,0
"Korver, Kyle",SG,19.4,"$3,900",uta,min,home, 120-100,20:11,   11pt 2rb 2as 1st 3trey 4-12fg,11,2,2,1,0,0,3,4,12,0,0
"Neto, Raul",PG,19.3,"$3,500",uta,min,home, 120-100,13:21,   7pt 4rb 1as 1st 1bl 1trey 3-7fg,7,4,1,1,1,0,1,3,7,0,0
"Smart, Marcus",SG,19.2,"$5,500",bos,sac,home, 126-120,29:16,   7pt 6rb 4as 1st 4to 1trey 3-5fg,7,6,4,1,0,4,1,3,5,0,0
"Knight, Brandon",PG,17.7,"$4,300",cle,orl,away, 91-120,26:21,   12pt 1rb 1as 1st 1trey 5-10fg 1-1ft,12,1,1,1,0,0,1,5,10,1,1
"Bullock, Reggie",SG,15.6,"$3,600",lal,tor,away, 98-111,29:46,   7pt 3rb 2st 1to 2trey 2-7fg 1-1ft,7,3,0,2,0,1,2,2,7,1,1
"Hart, Josh",SG,15.2,"$4,300",lal,tor,away, 98-111,28:20,   8pt 1rb 2st 2trey 3-6fg 0-1ft,8,1,0,2,0,0,2,3,6,0,1
"Joseph, Cory",PG,14.6,"$4,100",ind,okc,home, 108-106,22:05,   3pt 3rb 2st 1bl 1to 1trey 1-5fg,3,3,0,2,1,1,1,1,5,0,0
"McCaw, Patrick",SG,14.2,"$3,500",tor,lal,home, 111-98,26:34,   6pt 1rb 2as 1st 1bl 2to 1trey 1-3fg 3-4ft,6,1,2,1,1,2,1,1,3,3,4
"Grant, Jerian",PG,14.1,"$3,500",orl,cle,home, 120-91,22:11,   3pt 3rb 5as 1trey 1-5fg,3,3,5,0,0,0,1,1,5,0,0
"Green, Danny",SG,13.8,"$4,600",tor,lal,home, 111-98,19:10,   3pt 4rb 2as 2st 3to 1trey 1-3fg,3,4,2,2,0,3,1,1,3,0,0
"Ferguson, Terrance",SG,13.2,"$3,500",okc,ind,away, 106-108,21:05,   6pt 1rb 1st 1bl 2trey 2-4fg,6,1,0,1,1,0,2,2,4,0,0
"Stauskas, Nik",SG,12.9,"$3,800",cle,orl,away, 91-120,20:13,   8pt 2rb 1as 1st 2to 2trey 3-6fg,8,2,1,1,0,2,2,3,6,0,0
"Beasley, Malik",SG,12.2,"$3,700",den,dal,home, 100-99,21:03,   12pt 1rb 1to 2trey 5-12fg,12,1,0,0,0,1,2,5,12,0,0
"Burks, Alec",SG,9.7,"$3,500",sac,bos,away, 120-126,10:33,   0pt 1rb 1as 3st 2to 0-1fg,0,1,1,3,0,2,0,0,1,0,0
"Bogdanovic, Bogdan",SG,9,"$5,300",sac,bos,away, 120-126,17:46,   9pt 2as 3to 4-9fg 1-1ft,9,0,2,0,0,3,0,4,9,1,1
"Reynolds, Cameron",SG,7.7,"$3,600",min,uta,away, 100-120,17:49,   2pt 1rb 1as 1st 1-5fg,2,1,1,1,0,0,0,1,5,0,0
"Nwaba, David",SG,7.2,"$4,100",cle,orl,away, 91-120,16:56,   0pt 1rb 1st 1bl 0-2fg,0,1,0,1,1,0,0,0,2,0,0
"Harris, Devin",PG,6.5,"$3,500",dal,den,away, 99-100,9:11,   2pt 1as 1st 0-3fg 2-2ft,2,0,1,1,0,0,0,0,3,2,2
"Okogie, Josh",SG,6.2,"$3,600",min,uta,away, 100-120,15:30,   2pt 1rb 1st 1-2fg,2,1,0,1,0,0,0,1,2,0,0
"Ingram, Andre",SG,5.4,"$3,500",lal,tor,away, 98-111,5:04,   0pt 2rb 1st 0-4fg,0,2,0,1,0,0,0,0,4,0,0
"Caupain, Troy",PG,3,"$3,500",orl,cle,home, 120-91,2:53,   3pt 1trey 1-2fg,3,0,0,0,0,0,1,1,2,0,0
"Williams, C.J.",SG,1.5,"$3,700",min,uta,away, 100-120,3:03,   0pt 1as 0-1fg,0,0,1,0,0,0,0,0,1,0,0
"Lee, Courtney",SG,0,"$3,500",dal,den,away, 99-100,1:44,   0pt 0-1fg,0,0,0,0,0,0,0,0,1,0,0
"Loyd, Jordan",PG,0,"$3,500",tor,lal,home, 111-98,1:28,   0pt 0-1fg,0,0,0,0,0,0,0,0,1,0,0
"Felton, Raymond",PG,0,"$3,500",okc,ind,away, 106-108,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Burton, Deonte",SG,0,"$3,500",okc,ind,away, 106-108,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Diallo, Hamidou",SG,0,"$3,500",okc,ind,away, 106-108,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Thomas, Isaiah",PG,0,"$3,500",den,dal,home, 100-99,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Ferrell, Yogi",PG,0,"$3,500",sac,bos,away, 120-126,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Holiday, Aaron",SG,0,"$3,500",ind,okc,home, 108-106,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
