Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Harden, James",SG,67.7,"$12,200",hou,lac,home, 102-93,44:27,   47pt 6rb 7as 3st 6to 7trey 12-26fg 16-17ft,47,6,7,3,0,6,7,12,26,16,17
"Beal, Bradley",SG,61,"$8,900",was,bos,away, 133-140,39:00,   44pt 5rb 6as 1st 1to 4trey 17-27fg 6-8ft,44,5,6,1,0,1,4,17,27,6,8
"Wiggins, Andrew",SG,57.1,"$8,600",min,sas,home, 129-114,31:45,   30pt 8rb 7as 2st 1bl 2to 4trey 12-23fg 2-2ft,30,8,7,2,1,2,4,12,23,2,2
"VanVleet, Fred",SG,52.3,"$7,500",tor,por,away, 114-106,40:29,   30pt 4rb 7as 2st 1bl 2to 4trey 10-16fg 6-6ft,30,4,7,2,1,2,4,10,16,6,6
"Rozier, Terry",PG,49,"$7,000",cha,mem,home, 117-119,36:39,   33pt 5rb 6as 2st 5to 7trey 13-21fg,33,5,6,2,0,5,7,13,21,0,0
"DeRozan, DeMar",SG,46,"$7,600",sas,min,away, 114-129,33:27,   27pt 5rb 4as 1st 2bl 2to 12-18fg 3-4ft,27,5,4,1,2,2,0,12,18,3,4
"Walker, Kemba",PG,44.5,"$9,000",bos,was,home, 140-133,34:59,   25pt 5rb 5as 1st 1bl 6trey 8-17fg 3-3ft,25,5,5,1,1,0,6,8,17,3,3
"Morant, Ja",PG,39.7,"$7,200",mem,cha,away, 119-117,30:04,   23pt 1rb 11as 1st 4to 1trey 10-15fg 2-3ft,23,1,11,1,0,4,1,10,15,2,3
"Monk, Malik",SG,39.1,"$4,000",cha,mem,home, 117-119,29:14,   20pt 8rb 5as 1bl 1to 1trey 8-13fg 3-4ft,20,8,5,0,1,1,1,8,13,3,4
"McCollum, C.J.",SG,37.2,"$7,100",por,tor,home, 106-114,36:33,   19pt 6rb 4as 1st 1bl 1to 3trey 8-18fg 0-1ft,19,6,4,1,1,1,3,8,18,0,1
"Russell, D'Angelo",SG,36.4,"$9,200",gsw,lal,away, 94-120,31:00,   21pt 2rb 8as 1st 1bl 5to 6-13fg 9-10ft,21,2,8,1,1,5,0,6,13,9,10
"Smart, Marcus",SG,35.3,"$6,300",bos,was,home, 140-133,36:14,   17pt 4rb 5as 2bl 4trey 6-12fg 1-2ft,17,4,5,0,2,0,4,6,12,1,2
"Richardson, Josh",SG,34.7,"$6,400",phi,orl,away, 97-112,29:49,   19pt 6rb 5as 1st 2to 2trey 7-14fg 3-5ft,19,6,5,1,0,2,2,7,14,3,5
"Teague, Jeff",PG,34.4,"$6,500",min,sas,home, 129-114,22:52,   18pt 2rb 6as 2st 1to 1trey 6-10fg 5-6ft,18,2,6,2,0,1,1,6,10,5,6
"Simmons, Ben",PG,33.1,"$8,400",phi,orl,away, 97-112,35:17,   18pt 8rb 5as 2to 9-12fg,18,8,5,0,0,2,0,9,12,0,0
"Brooks, Dillon",SG,32.6,"$5,100",mem,cha,away, 119-117,28:24,   15pt 3rb 4as 2st 1bl 1to 3trey 6-13fg,15,3,4,2,1,1,3,6,13,0,0
"Williams, Louis",SG,32.4,"$7,000",lac,hou,away, 93-102,40:58,   20pt 7rb 4as 2to 1trey 8-22fg 3-3ft,20,7,4,0,0,2,1,8,22,3,3
"Augustin, D.J.",PG,31,"$4,200",orl,phi,home, 112-97,26:54,   12pt 5rb 8as 1st 2to 1trey 4-13fg 3-3ft,12,5,8,1,0,2,1,4,13,3,3
"Anderson, Kyle",SG,30.4,"$3,900",mem,cha,away, 119-117,17:24,   5pt 7rb 4as 3st 1bl 1to 2-5fg 1-3ft,5,7,4,3,1,1,0,2,5,1,3
"Edwards, Carsen",PG,29.3,"$4,500",bos,was,home, 140-133,20:29,   18pt 4rb 3as 1st 1to 4trey 7-12fg,18,4,3,1,0,1,4,7,12,0,0
"Lillard, Damian",PG,29.2,"$10,200",por,tor,home, 106-114,36:57,   9pt 1rb 10as 2bl 2to 2trey 2-12fg 3-3ft,9,1,10,0,2,2,2,2,12,3,3
"Thomas, Isaiah",PG,27.7,"$5,500",was,bos,away, 133-140,32:37,   18pt 1rb 7as 2to 3trey 7-14fg 1-1ft,18,1,7,0,0,2,3,7,14,1,1
"Guduric, Marko",SG,24.4,"$3,600",mem,cha,away, 119-117,19:36,   17pt 2rb 1st 1bl 1to 4trey 6-9fg 1-1ft,17,2,0,1,1,1,4,6,9,1,1
"Graham, Devonte'",SG,24.2,"$7,200",cha,mem,home, 117-119,34:16,   19pt 1rb 4as 1bl 5to 4trey 7-19fg 1-1ft,19,1,4,0,1,5,4,7,19,1,1
