Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Simmons, Ben",PG,61.3,"$9,900",phi,bkn,away, 131-115,38:27,   31pt 4rb 9as 2st 3bl 3to 11-13fg 9-11ft,31,4,9,2,3,3,0,11,13,9,11
"White, Derrick",PG,60.5,"$5,400",sas,den,home, 118-108,33:00,   36pt 5rb 5as 3st 1bl 1to 1trey 15-21fg 5-6ft,36,5,5,3,1,1,1,15,21,5,6
"DeRozan, DeMar",SG,46.3,"$9,100",sas,den,home, 118-108,37:38,   25pt 4rb 5as 3st 9-18fg 7-8ft,25,4,5,3,0,0,0,9,18,7,8
"LeVert, Caris",SG,44.4,"$5,600",bkn,phi,home, 115-131,27:46,   26pt 7rb 2as 2st 1bl 2to 3trey 10-17fg 3-3ft,26,7,2,2,1,2,3,10,17,3,3
"Russell, D'Angelo",SG,38.3,"$8,000",bkn,phi,home, 115-131,29:44,   26pt 4rb 3as 2st 3to 2trey 12-26fg,26,4,3,2,0,3,2,12,26,0,0
"Butler, Jimmy",SG,33.9,"$8,200",phi,bkn,away, 131-115,37:33,   16pt 2rb 7as 2st 1to 6-13fg 4-4ft,16,2,7,2,0,1,0,6,13,4,4
"Beasley, Malik",SG,32.8,"$3,900",den,sas,away, 108-118,27:31,   20pt 9rb 2as 1to 5trey 7-13fg 1-1ft,20,9,2,0,0,1,5,7,13,1,1
"Harris, Gary",SG,29.3,"$5,800",den,sas,away, 108-118,32:32,   12pt 4rb 7as 1st 1to 2trey 4-13fg 2-4ft,12,4,7,1,0,1,2,4,13,2,4
"Iguodala, Andre",SG,27.9,"$4,200",gsw,lac,away, 132-105,21:38,   15pt 2rb 3as 2bl 3trey 5-6fg 2-4ft,15,2,3,0,2,0,3,5,6,2,4
"Curry, Stephen",PG,26.5,"$10,400",gsw,lac,away, 132-105,20:00,   21pt 5rb 1as 2to 4trey 7-11fg 3-3ft,21,5,1,0,0,2,4,7,11,3,3
"Williams, Louis",SG,25.4,"$8,700",lac,gsw,home, 105-132,20:57,   16pt 2rb 6as 2to 1trey 4-11fg 7-8ft,16,2,6,0,0,2,1,4,11,7,8
"Craig, Torrey",SG,23.7,"$3,600",den,sas,away, 108-118,13:36,   12pt 6rb 1as 1st 2trey 5-7fg,12,6,1,1,0,0,2,5,7,0,0
"Morris, Monte",SG,21.9,"$4,500",den,sas,away, 108-118,24:38,   10pt 2rb 7as 1to 5-10fg,10,2,7,0,0,1,0,5,10,0,0
"Thompson, Klay",SG,20.4,"$6,500",gsw,lac,away, 132-105,32:38,   12pt 2rb 2as 2bl 3to 2trey 5-11fg,12,2,2,0,2,3,2,5,11,0,0
"Dinwiddie, Spencer",PG,17.8,"$4,900",bkn,phi,home, 115-131,26:08,   15pt 4rb 2to 1trey 5-13fg 4-4ft,15,4,0,0,0,2,1,5,13,4,4
"Gilgeous-Alexander, Shai",PG,17.2,"$5,800",lac,gsw,home, 105-132,22:31,   7pt 1rb 2as 1st 1bl 1trey 1-7fg 4-4ft,7,1,2,1,1,0,1,1,7,4,4
"Forbes, Bryn",PG,16.6,"$4,400",sas,den,home, 118-108,34:18,   10pt 3rb 2as 3trey 3-10fg 1-2ft,10,3,2,0,0,0,3,3,10,1,2
"Livingston, Shaun",PG,12.8,"$3,800",gsw,lac,away, 132-105,11:57,   2pt 4rb 2as 1st 1-3fg,2,4,2,1,0,0,0,1,3,0,0
"Belinelli, Marco",SG,9.9,"$3,500",sas,den,home, 118-108,16:33,   6pt 2rb 1as 2trey 2-5fg,6,2,1,0,0,0,2,2,5,0,0
"Cook, Quinn",PG,9.2,"$3,600",gsw,lac,away, 132-105,11:57,   5pt 1rb 2as 1trey 2-7fg,5,1,2,0,0,0,1,2,7,0,0
"Beverley, Patrick",PG,9.2,"$5,300",lac,gsw,home, 105-132,18:08,   6pt 1rb 1st 1to 1trey 2-5fg 1-1ft,6,1,0,1,0,1,1,2,5,1,1
"Murray, Jamal",PG,9.2,"$7,600",den,sas,away, 108-118,31:19,   6pt 1rb 2as 1st 4to 2trey 2-6fg 0-2ft,6,1,2,1,0,4,2,2,6,0,2
"Robinson, Jerome",PG,8.7,"$3,500",lac,gsw,home, 105-132,12:00,   3pt 1rb 3as 1-5fg 1-1ft,3,1,3,0,0,0,0,1,5,1,1
"Temple, Garrett",SG,7.9,"$3,500",lac,gsw,home, 105-132,13:00,   1pt 2rb 1as 1st 0-2fg 1-2ft,1,2,1,1,0,0,0,0,2,1,2
"Thornwell, Sindarius",SG,7.4,"$3,500",lac,gsw,home, 105-132,7:19,   2pt 2rb 1st 1-5fg,2,2,0,1,0,0,0,1,5,0,0
"Shamet, Landry",PG,7.4,"$4,800",lac,gsw,home, 105-132,25:55,   6pt 2rb 1to 1-5fg 4-4ft,6,2,0,0,0,1,0,1,5,4,4
"Wallace, Tyrone",SG,6.7,"$3,500",lac,gsw,home, 105-132,9:09,   2pt 1rb 3as 1to 1-3fg 0-1ft,2,1,3,0,0,1,0,1,3,0,1
"Mills, Patty",PG,5.7,"$3,700",sas,den,home, 118-108,17:41,   0pt 1rb 1as 1st 0-2fg 0-2ft,0,1,1,1,0,0,0,0,2,0,2
"Evans III, Jacob",SG,4,"$3,500",gsw,lac,away, 132-105,7:19,   5pt 1to 1trey 2-2fg,5,0,0,0,0,1,1,2,2,0,0
"Graham, Treveon",SG,3.6,"$3,600",bkn,phi,home, 115-131,11:36,   0pt 3rb 0-1fg,0,3,0,0,0,0,0,0,1,0,0
"McConnell, T.J.",PG,1.5,"$3,500",phi,bkn,away, 131-115,1:53,   0pt 1as 0-1fg,0,0,1,0,0,0,0,0,1,0,0
"Korkmaz, Furkan",SG,1.2,"$3,500",phi,bkn,away, 131-115,1:53,   0pt 1rb 0-2fg,0,1,0,0,0,0,0,0,2,0,0
"Walker, Lonnie",SG,0,"$3,500",sas,den,home, 118-108,00:53,   0pt 0-2fg,0,0,0,0,0,0,0,0,2,0,0
"Pondexter, Quincy",SG,0,"$3,500",sas,den,home, 118-108,00:53,   0pt,0,0,0,0,0,0,0,0,0,0,0
"Napier, Shabazz",PG,0,"$3,600",bkn,phi,home, 115-131,2:25,   0pt,0,0,0,0,0,0,0,0,0,0,0
"Thomas, Isaiah",PG,0,"$3,500",den,sas,away, 108-118,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Smith, Zhaire",SG,0,"$3,500",phi,bkn,away, 131-115,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Crabbe, Allen",SG,0,"$3,500",bkn,phi,home, 115-131,NA,   ,0,0,0,0,0,0,0,0,0,0,0
